id	summary
31000162211	Describes the defocus-masking feature, which automatically masks out-of-focus image areas before texture blending to improve texture sharpness. It requires a mesh and correct camera calibration (focal length and pixel size), then uses Tools > Generate Masks with the 'Mask defocus areas' option and a Blur threshold (typically 2-3 px); a more detailed model yields better masks.
31000148381	The end-to-end MicaSense Altum/RedEdge multispectral workflow following MicaSense's calibration guidelines. It walks through adding images as a multi-camera system, locating reflectance panels and entering per-band albedo values, running Calibrate Reflectance (panel and/or sun sensor), then alignment, optimization, point cloud, DEM and orthomosaic, and computing vegetation indices with the Raster Calculator before export. Appendices cover manual panel masking, the reflectance-panel database, the Normalize band sensitivity control, and Metashape's vignetting model.
31000148780	A multispectral processing tutorial nearly identical in structure to the Altum workflow, here for a senseFly eBee X with a MicaSense RedEdge-MX sensor (Metashape 1.7.x and later). It covers adding the bands as a multi-camera system, locating panels and entering reflectance values, Calibrate Reflectance, the standard align/optimize/point-cloud/DEM/orthomosaic chain and index calculation/export, plus the same appendices on manual masking, the panel database, Normalize band sensitivity, and vignetting.
31000158942	How to process thermal imagery for temperature extraction. It notes the natively supported formats (AscTec ARA, WIRIS TIFF, FLIR R-JPEG) and that other thermal data must be pre-converted to single-band floating-point TIFFs, recommends 80-90% overlap and setting the sensor calibration, then runs the standard align/DEM/orthomosaic chain and uses the Raster Calculator with a device-specific formula to convert raw values to temperature (and a palette for false-color display).
31000159853	The processing workflow for DJI P4 Multispectral data: adding only the TIFF bands as a multi-camera system (not the RGB JPGs, which are processed separately), loading orientation/accuracy from XMP, Calibrate Reflectance (Sun sensor when no panel is available), then alignment with Optimize Cameras (Fit additional corrections helps RTK projects without GCPs), point cloud, DEM and orthomosaic, and computing NDVI or other indices via the Raster Calculator for export.
31000161029	A short how-to for adding 10-band MicaSense RedEdge-MX Dual data: all ten bands must be added together as a multi-camera system (never separately), including the reflectance-calibration images, after which the primary channel can be set and the standard workflow followed — remembering to run Calibrate Reflectance before building the orthomosaic.
31000161146	Processing guidance for the Sentera 6X multispectral sensor: adding the bands as a multi-camera system (each band folder must hold the same number of images), and camera-calibration advice — change the master band from NIR to Green (NIR oversaturates without a sun sensor) and set the per-band layer index/order. It then follows the usual alignment (Reference preselection Source when accurate coordinates exist), DEM and orthomosaic steps, with index calculation via the Raster Calculator.
31000161545	How to generate a variable-rate prescription map from an NDVI (or other index) orthomosaic. After the index is computed with the Raster Calculator, Generate Prescription Map divides the area (optionally bounded by a polygon layer) into zones using either Jenks natural breaks or Equal intervals clustering, with editable per-zone area/rate and total amount, and exports the resulting zoned polygons as a shapefile.
31000166933	The workflow for FLIR R-JPEG thermal data: loading the images as a multi-camera system (yielding separate RGB and Thermal cameras) and verifying via the Camera Calibration Bands tab that they are genuine thermal data rather than 8-bit false-color RGB (which must instead be re-saved as floating-point TIFF). After the standard align/DEM/orthomosaic steps, a Raster Calculator formula converts raw values to absolute temperature — which requires a radiometric camera.
31000148830	How to build a panorama from multiple images shot from a single camera position (ideally on a nodal head), in both editions. The photos are grouped into a camera group set to type Station, aligned, and their orientation corrected with Rotate Object/Update Transform, then Build Panorama is run and exported via Export Orthomosaic (or Export Panorama in Standard).
31000152092	The foundational close-range workflow for building a textured 3D model of an object: adding photos (masking irrelevant background), Align Photos (with recommended key- and tie-point limits), Build Model from depth maps or the point cloud, Build Texture, and exporting or uploading the result. It also notes that vertex colors are not a texture and points to masking and editing for stray artifacts.
31000153736	How to build an orthomosaic in cylindrical projection for objects like tubes, towers and tunnels, avoiding the distortion of a planar projection. It explains the four ways Metashape can define the cylinder's axis, radius, zero-plane and zero-line — Current Region, Current View, Markers (at least three) and X/Y/Z — and the Interior projection option for projecting onto the inner surface.
31000154049	How to generate an orthomosaic in planar projection for vertical surfaces such as building facades. After the usual masks/align/point-cloud/model steps (with Model as the surface), it describes two ways to define the projection plane — Current View, or a set of markers (three, or four to define two vectors) whose first marker sets the orthomosaic origin.
31000155179	How to reconstruct dynamic scenes captured by synchronized static cameras as multi-frame (4D) chunks. It covers the four on-disk data layouts (per-camera or per-frame folders, or multilayer images), adding them with the Dynamic scene (4D) layout, the normal align/model/texture steps, navigating frames with the Timeline pane, and exporting selected frames.
31000155265	Recommends building a complete 360-degree model by processing all images together in a single chunk (organized into calibration groups) rather than chunking and merging, for better accuracy. It covers masking the background/turntable, aligning, building point cloud/mesh/texture — and, as a fallback, the Merge Chunks route with common markers placed across the separately processed chunks.
31000157701	A markerless way to position models from different projects in one scene (Standard and Professional). The second project is appended, then the Move, Scale and Rotate Object tools manually align each chunk relative to the others (all three transformations are required), and Merge Chunks combines them.
31000158896	How to handle alignment Components (1.7+) — the separately-aligned groups that form when subsets of a dataset lack enough tie points between them (example: the top and bottom of a sports shoe). It explains placing at least three non-collinear markers in each component, using the epipolar-line hints to locate them quickly across images, and then Merge Components to unify the alignment (markers require the Professional edition).
31000161406	Processing guidance for HDR panorama / spherical-camera imagery (and Insta360 footage saved as spherical panoramas or single fisheye frames). It covers masking the camera's black bar, selecting the Spherical camera type in Camera Calibration, then the standard align (camera positions shown as spheres), point cloud, model and texture steps, with Single-Sided Rendering suggested for inspecting interiors.
31000163220	How to improve reconstruction of thin objects such as butterfly wings or sails using a tweak introduced in Metashape 1.8 (BuildModel/ooc_surface_blow_up and ooc_surface_blow_off set to 0.95). After aligning and building a point cloud, an Ultra High model is built and smoothed, then residual holes and intersecting-triangle artifacts are repaired with Close Holes (Apply to selection) — and it stresses disabling the tweaks before processing normal objects.
31000163268	A complete turntable workflow (both editions) from capture to Sketchfab. It covers session planning (tripod, remote, controlled diffuse lighting, contrasting background, ISO 100, f/9-10, and shooting an empty-turntable frame), masking the empty background images, aligning with Apply masks to tie points and Exclude stationary tie points, building the model (after disabling the empty images) and texture (hole filling, ghosting filter, anti-aliasing), the Professional-only defocus-masking texture improvement, and uploading the model.
31000133123	Explains where to drop a Python script so Metashape Professional runs it automatically at startup — the per-user scripts folder on Windows, Linux and macOS, or the installation folder's scripts directory for all users. Such autorun scripts are typically used to add custom menu commands rather than invoking Run Script each time.
31000133141	How to run a Python script from the command line without opening the GUI, using the -r argument (with per-OS examples and optional script arguments), and adding -platform offscreen when running on a headless system.
31000135437	A pointer to Agisoft's official metashape-scripts GitHub repository, which hosts Python example scripts for Metashape Professional 1.5+ (and PhotoScan 1.3/1.4), with a link to the companion article on downloading a script from GitHub.
31000136860	How to install an external Python module into the Python interpreter bundled with Metashape Professional, giving the per-OS pip command (the path to Metashape's own python executable) and a libssl 0.9.8 workaround for a Linux ImportError.
31000145016	Points to the save_estimated_reference.py example on GitHub, which computes the exterior-orientation parameters (position and orientation angles) of aligned cameras — accounting for GPS/INS antenna offsets and meridian convergence in georeferenced chunks.
31000148930	How to install and activate the standalone Metashape Python module, which exposes Metashape's functionality to custom scripts without the full application. It gives the per-OS pip install command for the .whl (Python 3.5-3.11), online activation via Metashape.license.activate() with a license key, and the full offline activation request/response flow.
31000154629	A Python example that reproduces the GUI's Gradual Selection by reprojection error: it computes the threshold that keeps a target percentage of valid tie points and then selects and removes the rest. Both the Metashape 1.x (point_cloud / PointCloud.Filter) and 2.x (tie_points / TiePoints.Filter) versions of the code are given.
31000154762	How to set up the standalone Metashape wheel inside PyCharm using a virtualenv (Windows and Linux), so that scripts get code completion for the Metashape module. It covers creating and activating the environment, installing the wheel (including the From Disk route and a troubleshooting fix), and pointing PyCharm's interpreter at it.
31000161959	Lists the main steps of the aerial processing chain (Add Photos through Build Texture and export) and points to Agisoft's general_workflow script on GitHub that automates this end-to-end workflow.
31000162552	A tutorial for automatic object detection on an orthomosaic using the detect_objects.py script (built on DeepForest's pre-trained network, retrainable for cars, sea lions, etc.). It covers Linux/Windows installation (PyTorch with CUDA, GDAL/rasterio/Fiona, common errors), then annotating Train-zone and Train-data shape layers and running the detector — noting it needs a CUDA GPU and an orthomosaic of at least 10 cm/pix, and that results require operator verification.
31000168292	A short walkthrough of downloading a script from Agisoft's GitHub repository: open the .py file, click Download raw file, and save it locally as a .py file.
31000148853	How to manually edit orthomosaic seamlines (patching) to remove artifacts like cars on a road. A polygon is drawn and Edit Orthomosaic > Assign Images chooses (or excludes) the source image, or the Draw Patch tool auto-assigns the best-fit image, then Update Orthomosaic applies it. It also covers the Fill tool for removing objects present in all photos or filling holes where no imagery exists.
31000148866	A tutorial on point-cloud classification and producing a DTM. It covers the three modes — automatic Classify Ground Points (with the Max angle, Max distance, Cell size, Erosion radius and Return-number parameters), automatic multi-class Classify Points (Ground, Vegetation, Building, Road, Car, Man-made), and manual Assign Class — plus colour-based selection, then building and exporting a DEM from the ground class to get a DTM rather than a DSM.
31000152491	Explains DJI altitude metadata — AbsoluteAltitude (written to EXIF) versus RelativeAltitude (height above take-off) in the XMP — and what to do when the EXIF altitude is wrong. It points to two scripts (read_altitude_from_DJI_meta.py and add_altitude_to_reference.py) to read the relative altitude and add a known ellipsoidal offset, and documents the tag priority Metashape uses.
31000153696	The comprehensive aerial-with-GCPs workflow. It walks through adding photos and configuring interior/exterior orientation (auto or precalibrated camera calibration, importing calibration in many formats, importing camera positions with accuracies), the GNSS/INS offset and bias settings, Align Photos, importing and measuring ground-control markers, Optimize Cameras, then Build Point Cloud, DEM and Orthomosaic, plus contour generation.
31000154132	Focuses on control and check points for aerial accuracy. It covers importing GCPs from CSV, setting per-axis (XY/Z) accuracy, the distinction between control points (checkbox enabled, used to georeference) and check points (checkbox disabled, used to validate), placing and refining marker projections across images (with the green/blue/white flag meanings), and running Optimize Cameras on the marker data.
31000156497	The aerial workflow without GCPs using a SenseFly eBee dataset (opened from an eMotion-saved PSX). It covers alignment, loading position accuracy from XMP/CSV, optimization, building the point cloud, a DEM/DSM and a DTM (via ground-point classification), and the orthomosaic — and lists the supported export formats for points, orthomosaic and DEM.
31000157888	How to apply photo-realistic colours from images to an uncoloured point cloud from another source (such as LiDAR) sharing the same coordinate system. After the photos are added and aligned and the external point cloud imported, Tools > Point Cloud > Colorize Point Cloud is run (sampling from Images, or faster from an Orthomosaic) and the coloured result exported.
31000157908	The aerial workflow without GCPs using a Wingtra PPK dataset. It covers adding photos and loading reference coordinates/accuracies (from EXIF or CSV), Align Photos, Optimize Cameras (with Fit additional corrections recommended for RTK/PPK data), then Build Point Cloud, DEM and Orthomosaic, including the orthomosaic export format limits (4 GB TIFF, JPEG side limit, Split in blocks, BigTIFF).
31000158320	How to process projects that combine drone (nadir and oblique) imagery with handheld terrestrial photos to avoid blind spots. It gives capture recommendations (move along the object, keep overlap, shoot at noon or in cloudy weather), advises processing all sub-sets together in camera groups, aligning with Generic preselection (Reference preselection disabled), resolving alignment Components with markers/Merge Components, then building the model and texture.
31000160729	A deeper guide to the Classify Ground Points parameters — Max angle, Max distance, Max terrain slope, Cell size, Return number and Erosion radius — explaining the two-step algorithm and how to tune each. It shows worked examples for different scenes (rural area with houses, low vegetation/sown fields, and large-scale satellite imagery) and stresses that parameters are project-specific and often need several iterations.
31000161735	How to process DJI RTK drone imagery, where accurate camera coordinates improve results even without GCPs. It stresses enabling 'Load camera location accuracy from XMP' (otherwise the default 10 m accuracy negates the RTK value), then alignment, optional GNSS-bias adjustment, Optimize Cameras (the recommended parameter set, e.g. excluding b1/b2 with GCPs and k4 for the M4E), and building the point cloud, DEM and orthomosaic — recommending check points for validation.
31000164388	Documents the DEM editing tools (Metashape Professional 2.0.0+), which modify the surface to fix roof edges or fill holes over water/forest. Drawing a polygon or polyline gives access to Fill DEM (Constant, Best-fit plane, IDW, and Natural Neighbour interpolation methods, with an Exclude nested polygons option) and Create Breakline for roof edges, with changes applied via Update DEM (irreversible once the DEM is rebuilt).
31000171950	Covers building and editing a block model (Metashape Professional 2.1+) for large-scale projects, split into tiles by a set block size. It explains the Build Model 'Split in blocks' parameters (coordinate system, block size, grid origin, skip blocks outside a boundary), texturing and exporting the block model (as Cesium 3D Tiles, SLPK, 3MX, etc.), exporting or editing individual blocks in third-party software and importing them back, and rebuilding texture for a single block via Skip textured blocks.
31000173963	Explains pansharpening (Metashape Professional 2.2.0+), which fuses a higher-resolution panchromatic orthomosaic with lower-resolution multispectral bands to produce a sharper orthomosaic. With two orthomosaics in the project (e.g. panchromatic and multispectral from satellite data), Tools > Orthomosaic > Sharpen Orthomosaic produces a new Sharpened asset — and it warns against pansharpening if vegetation indices like NDVI are needed, since pixel values are altered.
31000135256	How to update Metashape Professional to a newer release on each OS, reusing the existing .lic license file (or re-entering the key). It flags that Metashape 2.0 introduced a new, incompatible license system, so a 2.0 key must be entered after upgrading from 1.x and will not work with 1.x versions.
31000135259	Explains the two ways to try Metashape: a free fully functional 30-day trial (started from the Activate Product dialog in either edition) or demo mode, in which the software runs but export and save are blocked — demo mode also remains available after the trial expires.
31000135262	Outlines how to buy a Metashape license: all licenses are delivered electronically, Node-locked licenses can be bought from the online store or a reseller while Floating licenses are only sold through resellers. It notes that online-store prices are Node-locked and tax-exclusive, with FastSpring collecting VAT/GST (waivable with a valid VAT/GST ID).
31000147966	A note that upgrading from the older PhotoScan to Metashape is free for existing PhotoScan license holders, provided the same edition (Standard or Professional) is kept — for Standard, simply downloading the new version suffices.
31000150804	States that a Metashape license is bound to its Licensee and may not be sold, rented, leased, or otherwise transferred (including the key information) to a third party, pointing to the EULA for the full terms.
31000150805	Explains the educational license: it is available only to students and staff of accredited educational institutions and may be used solely for non-commercial educational and research purposes; once the holder leaves the institution it may be used only for personal goals, and continued other use requires upgrading to a general license.
31000153371	Identifies FastSpring (Bright Market, LLC) as Agisoft's official online distributor that delivers licenses worldwide, noting that the Buy Now option redirects to Agisoft's store on the FastSpring platform, which supports instant payment methods as well as wire transfer against an invoice.
31000160235	Provides the download links for Metashape (Professional and Standard, plus the Python module and Java library) on Windows, macOS and Linux — main and mirror URLs — and the per-OS installation steps and minimum OS versions (including the libxcb-xinerama0 dependency on Debian/Ubuntu).
31000133120	Defines the educational license: available exclusively to accredited, non-commercial educational institutions and their staff/students, prohibiting all commercial use; it is technically identical to a full license of the same edition, differing only legally.
31000133121	States the network-processing license rule: every processing node needs its own Metashape Professional license while the controlling server needs none, so a 1-server/10-node setup requires 10 licenses (node-locked, a floating count of 10, or a mix).
31000133220	Compares the two Professional license types (Standard is node-locked only): a Node-locked license activates on one machine at a time and can be moved via online deactivate/activate (with offline procedures by e-mail), while a Floating license is served from a license server on the local network or via public IP and allows as many simultaneous uses as licenses acquired.
31000133222	A pointer to the End User License Agreement (EULA) PDF for the current Metashape Professional edition.
31000133223	A pointer to the End User License Agreement (EULA) PDF for the current Metashape Standard edition.
31000153743	Notes that regular Node-locked and Floating licenses forbid using Metashape in any automated processing service (where client data is processed without operator intervention), directing such use cases to Agisoft's separate service-provider/SaaS license.
31000023521	A fix for the 'Can't write license file' error on macOS: ensure the MetashapePro bundle has been moved out of the DMG (e.g. to /Applications), and on macOS Sierra disable Gatekeeper's App Translocation with sudo spctl --master-disable — or simply activate from the Terminal using the MetashapePro --activate <key> command.
31000126204	The offline node-locked activation procedure for Metashape Professional 1.8 and earlier: generating an activation request (.act) automatically, manually via the --activate-offline command per OS, or via the main/activate_offline tweak, submitting it to Agisoft support, and installing the returned .lic license file (with the per-OS locations to place it).
31000134012	How to move a node-locked (stand-alone or educational) license between computers via deactivate-then-activate, from the Help > Activate Product dialog or the --activate/--deactivate command line. It notes the same key works across Windows/macOS/Linux and that uninstalling does not reliably deactivate the license (Metashape 1.6+ attempts it automatically, but manual deactivation first is recommended).
31000135378	A short recommendation to deactivate the Metashape license before reinstalling/updating the OS, changing hardware, or ending a virtual-machine session — done via the Activate Product dialog's Deactivate button or the --deactivate command-line argument.
31000135640	Explains that the product should be deactivated (Help > Activate Product > Deactivate, or the --deactivate CLI argument) before uninstalling Metashape, because uninstalling does not reliably deactivate the license (1.6+ attempts it automatically); it also gives the Windows Control Panel uninstall steps.
31000153271	Clarifies that manual node-locked license transfers are not effectively limited in number, but warns that exploiting activation/deactivation in automated, frequent scenarios can get a user blocked in the activation system — recommending a floating license for virtual-machine and high-frequency cases, since it returns to the server automatically when the application stops.
31000162572	How to perform a system-scope activation of Metashape Standard on macOS so a single license is shared by all user accounts on the machine: it requires administrator privileges, using sudo with the Metashape --activate <key> command from the Terminal.
31000169304	The offline node-locked activation procedure for Metashape Professional 2.x: on an internet-connected machine generate an activation-parameters file (.actparam) at activate.agisoft.com, create an activation request (.actreq) in the offline Metashape, obtain the response (.actresp) online, and install it to complete activation.
31000157620	How to borrow a floating license for offline use (e.g. fieldwork): while connected to the license server, use the Activate Product dialog's Borrow License button to reserve it for 1-30 days, after which the machine can disconnect; the license is returned via Return License or automatically at expiry. It warns that a borrowed license cannot be reclaimed by the server admin until the period ends, so excessive borrow durations are risky.
31000169229	The floating-license activation procedure for Metashape 2.x: download and run the Agisoft Floating License Server (FLS), open its web interface (default port 5842), create an admin account, and activate either online (entering the activation key and license count) or offline (via .actparam/.actreq/.actresp files). It also links to running the server as a service and linking clients.
31000169237	How to deactivate a floating license for Metashape 2.x through the Agisoft License Server web interface, either online or offline (saving a deactivation request for processing on an internet-connected machine) — noting that deactivation removes ALL licenses for the selected product and cannot be undone.
31000169378	How a client machine finds the floating-license server (Metashape 2.0+): normally automatic via UDP broadcast on port 5353, but otherwise the AGISOFT_FLS environment variable (server_ip:port) can be set, or a .lic file created with the server host/port in the client's licensing directory (default port 5842; the .lic approach requires 2.0.1+).
31000169438	How to run the Agisoft Floating License Server as a background system service so it starts with the OS — using --service install/start on Windows, a systemd unit on Linux, and a launchd .plist on macOS — and recommends setting up the service before activating the floating licenses (giving the per-OS license-file storage locations).
31000133073	The floating-license activation procedure for Metashape Professional 1.8.x and earlier, which uses an RLM-based Floating License Server. It covers downloading and running the RLM server, activating the FLS key and then the floating license keys through the Reprise web interface (port 5054), and configuring the client side — via automatic broadcast, a single-line .lic file (HOST <server> any <port>), or the agisoft_LICENSE environment variable — plus the macOS Reprise directory requirement.
31000149015	A short pointer to Reprise Software's RLM documentation (notably the RLM License Administration Manual) for managing the floating license server used by Metashape Professional 1.8.x and earlier.
31000153555	Notes that the floating license server for Metashape 1.8 and older requires RLM 12.0+ (2.0+ uses a different system) and can be added to an existing RLM server. It also explains that newer RLM versions hide the Activate button until the edit_options privilege is granted, which requires creating an rlm.pw file defining users, passwords and privileges.
31000157618	How to run the RLM floating license server as a background system service for Metashape 1.8.x and earlier so it starts automatically — giving a Windows rlm.exe -install_service example (service name, log path, license-file path), setting it to Automatic startup, and starting it, per the Reprise administration manual.
31000157619	Explains the 'Server Down' / 'ISV server running on the wrong host' error when activating the FLS key on a virtual machine: running the license server on a VM needs an extra VM-enable activation key in addition to the FLS key, obtainable from the reseller or sales@agisoft.com by quoting the order number and FLS key.
31000159895	How to move the floating license server (1.8.x and earlier) to a new machine: deactivate the FLS from the web interface, activate it on the new machine, copy over all floating .lic files (except the FLS-activation one), update the server hostname in their first line, and reread/restart — no re-activation of the floating license itself is needed.
31000161038	A fix for an error during floating-license-key activation: the license hostid field must be in license=xxxxx format (the prefix is mandatory), with the value taken from the previously activated FLS key's .lic file, and the Count must match the number of seats on the floating key.
31000164680	The offline activation procedure for the floating license server (1.8.x and earlier) when it has no internet access: use the separate activate utility to generate request files (--offline --product rlm_server, plus rlm_server_enable_vm for a VM), email them to Agisoft support, then place the returned rlm_server/VM-enable/floating .lic files with the RLM server and start it. It also covers client configuration and offline deactivation (--revoke).
31000166900	A troubleshooting list of common floating-license activation errors in Metashape 1.8.x and earlier with their causes and fixes — e.g. Bad RLM_HANDLE (-1042) from a count other than 1 on a non-rehostable VM key, -1036 from leaving the ISV as 'reprise' instead of 'agisoft', -1021 from a key typo, and -1007 'Invalid hostid type' from activating via the wrong button or not using the license=xxxxx hostid.
31000152334	A thorough reference for organizing and managing data in Agisoft Cloud. It defines the hierarchy — Folders, Sites, Projects, Groups, Datasets and Documents, plus Metashape Projects — with the create/rename/move/delete/share actions for each, and covers linking datasets between projects, uploading data (with coordinate-system caveats), adding WMS/WMTS/TMS map services, generating measurement reports, and the full Metashape-project lifecycle (upload, publish/unpublish, download results, chunks and published processing results).
31000155067	The end-to-end tutorial for processing in Agisoft Cloud (Professional licenses only): signing up, configuring Metashape's Network/Cloud preferences, sending a processing operation or batch to the cloud, monitoring progress, and synchronizing the finished project back. It adds best practices for large image sets (split into chunks under 50,000, use preselection, skip point colors), handling synchronization errors, and detailed compute-time/storage/cost estimates for 24 MP and 42 MP datasets of 100-1000 images.
31000155118	A guide to the Agisoft Cloud web viewer: getting data online (publish a cloud-processed project, upload a local project, or upload ready geospatial files), navigating the 3D scene with mouse, touch and keyboard first-person controls, switching between Earth and Model view modes, and adjusting the base map, trackball, coordinate and units systems, 3D rendering quality and default point of view. It also covers the Compare tool for slider-based comparison of data within or between projects.
31000155990	The Agisoft Cloud plans and billing reference. It contrasts the Free Plan (50 GB and 20 compute hours renewing monthly, for trial/educational use) with the pay-per-use Commercial Plan, gives the storage-subscription and compute-hour pricing tables and compute-node specs, and explains payment methods (SEPA/ACH/wire via FastSpring). It then details what consumes storage and compute time, how compute time is charged per node-minute (the same total whether one or several nodes run), and subscription renewal, upgrade/downgrade, overdue and cancellation rules — closing with per-project cost estimates.
31000158217	A troubleshooting catalogue for Agisoft Cloud, grouped into processing, publication and web-viewer issues — covering the new-account 401 error, unstable-GPU restarts, synchronization and locked-project handling, the bounding-box Empty/Null/Zero-resolution errors, the 100 MB model publication limit, and low-quality tiled models (rebuild at tile size 512).
31000159199	The reverse-chronological changelog of the Agisoft Cloud platform from 2020 to 2026, listing each release's new features and bugfixes — including milestones such as the official launch (2021), project sharing by link/email, measurement and annotation tools, the Compare and Inspection tools, Sites, virtual tours, WMS/WMTS/TMS map services, team management with roles, .3tz downloads, local-coordinate-system support, and successive Metashape compute-node version upgrades.
31000159556	How to share an Agisoft Cloud project or site, which is private by default. Inside a team, access is granted via catalog roles (see the team-management article); outside the team, 'By link' sharing (anyone with the link can view without signing in) or an embed code for a website can be enabled, with configurable iframe size, autoplay and UI options. It also documents the URL position/orientation parameters that capture the initial view in a shared link.
31000160891	The web-viewer measurement and annotation guide: the quick Ruler (distance/area), creating and editing vector layers, and drawing points, polylines and polygons with their measured properties (position; polyline length, horizontal length, slope and elevation difference; polygon 2D/3D area and perimeter). It also covers stockpile/trench volume measurement (with the algorithm and the choice of surface and base plane — best-fit, mean/max/min/custom level), building and exporting elevation profiles, and generating measurement reports.
31000162626	How to create, play and share virtual tours using the Presentation tool. A tour layer is created and viewpoints added (each a named reference point with a saved camera point of view, duration and description), reordered, then played with the player widget. Sharing works like any project, with an embed option that hides all UI except the tour-player widget.
31000167427	The Agisoft Cloud quickstart, covering the three core scenarios end-to-end: signing up for an account; processing a photoset in the cloud from Metashape Professional (configure the Network/Cloud preferences, send processing, monitor, and synchronize results back); working with processed projects online by publishing them; and working with ready-to-use geospatial data by creating an empty project and uploading datasets via the web interface.
31000167433	How to manage an Agisoft Cloud account, plan and billing: signing up, the difference between the Free and Commercial plans, subscribing to and manually renewing the Commercial Plan, upgrading/downgrading storage, buying compute-time packages, unsubscribing, managing saved payment details via FastSpring, accessing invoices, and updating personal information and password (the account email cannot be changed).
31000170564	How to use the Inspection tool to virtually inspect structures from the project's source images. In inspection mode, clicking a point in the 3D scene filters the images that see it; an inspection layer is created and Issue annotations added (a rectangular zone on an image with name, severity, type and description). Completed inspections can be viewed and exported as a PDF or CSV report. It notes the image filtering uses only camera pose/calibration, ignoring depth maps and occluders.
31000175667	The team-collaboration reference for Agisoft Cloud. It defines the four team roles (Owner, Administrator, Member, External) and the four catalog roles (Manager, Editor, Analyst, Viewer) with permission summary tables and how catalog roles inherit down the Folder/Site/Project hierarchy. It also covers switching teams, team branding (name, website, logos, header color), security (whitelisted email domains and blocking link/embed access), adding/role-changing/removing team members, and managing per-catalog access.
31000177786	How to configure how each data item is displayed in the Agisoft Cloud web viewer via the Properties panel: visibility, transparency (rasters/DEMs/models), point size (point clouds), Colors vs Elevation view mode, elevation-range filtering and a limit box to clip the visible area, plus transforming items defined in a local coordinate system (translate, rotate, scale) — with several settings available only when the project coordinate system is WGS84 (EPSG:4326).
